chr	pos	cov
Pcer_chr7A	2.025e+07	33.0733
Pcer_chr7A	2.075e+07	33.2979
Pcer_chr7A	2.125e+07	22.4877
Pcer_chr7A	2.175e+07	18.7578
Pcer_chr7A	2.225e+07	22.1656
Pcer_chr7A	2.275e+07	22.9439
Pcer_chr7A	2.325e+07	19.5112
Pcer_chr7A	2.375e+07	17.7326
Pcer_chr7A	2.425e+07	14.9991
Pcer_chr7A	2.475e+07	18.9751
Pcer_chr7A	2.525e+07	19.5305
Pcer_chr7A	2.575e+07	19.9121
Pcer_chr7A	2.625e+07	19.6631
Pcer_chr7A	2.675e+07	30.5281
Pcer_chr7A	2.725e+07	0.801748
Pcer_chr7A	2.775e+07	4.52465
Pcer_chr7A__	250000	6.84653
Pcer_chr7A__	750000	11.5321
Pcer_chr7A__	1.25e+06	1.43366
Pcer_chr7A__	1.75e+06	0.477744
Pcer_chr7A__	2.25e+06	1.46237
Pcer_chr7A__	2.75e+06	0.876466
Pcer_chr7A__	3.25e+06	2.00915
Pcer_chr7A__	3.75e+06	1.29752
Pcer_chr7A__	4.25e+06	0.660244
Pcer_chr7A__	4.75e+06	1.15883
Pcer_chr7A__	5.25e+06	1.55256
Pcer_chr7A__	5.75e+06	2.3199
Pcer_chr7A__	6.25e+06	2.78675
Pcer_chr7A__	6.75e+06	3.43497
Pcer_chr7A__	7.25e+06	0.780476
Pcer_chr7A__	7.75e+06	1.63572
Pcer_chr7A__	8.25e+06	2.98492
Pcer_chr7A__	8.75e+06	12.4762
Pcer_chr7A__	9.25e+06	2.36305
Pcer_chr7A__	9.75e+06	1.99729
Pcer_chr7A__	1.025e+07	0.608798
Pcer_chr7A__	1.075e+07	0.808742
Pcer_chr7A__	1.125e+07	1.37267
Pcer_chr7A__	1.175e+07	1.13189
Pcer_chr7A__	1.225e+07	2.45646
Pcer_chr7A__	1.275e+07	3.00292
Pcer_chr7A__	1.325e+07	1.03502
Pcer_chr7A__	1.375e+07	5.65741
Pcer_chr7A__	1.425e+07	4.29289
Pcer_chr7A__	1.475e+07	19.6738
Pcer_chr7A__	1.525e+07	1.56331
Pcer_chr7A__	1.575e+07	0.917882
Pcer_chr7A__	1.625e+07	2.68163
Pcer_chr7A__	1.675e+07	1.47228
Pcer_chr7A__	1.725e+07	0.398866
Pcer_chr7A__	1.775e+07	0.83598
Pcer_chr7A__	1.825e+07	0.615756
Pcer_chr7A__	1.875e+07	0.564138
Pcer_chr7A__	1.925e+07	1.15999
Pcer_chr7A__	1.975e+07	2.20511
Pcer_chr7A__	2.025e+07	20.9345
Pcer_chr7A__	2.075e+07	19.8802
Pcer_chr7A__	2.125e+07	22.1989
Pcer_chr7A__	2.175e+07	19.8694
Pcer_chr7A__	2.225e+07	17.2143
Pcer_chr7A__	2.275e+07	16.2692
Pcer_chr7A__	2.325e+07	19.9015
Pcer_chr7A__	2.375e+07	16.4037
Pcer_chr7A__	2.425e+07	15.2923
Pcer_chr7A__	2.475e+07	19.2304
Pcer_chr7A__	2.525e+07	18.6759
Pcer_chr7A__	2.575e+07	31.9546
Pcer_chr7B	250000	33.2872
Pcer_chr7B	750000	31.2712
Pcer_chr7B	1.25e+06	30.1765
Pcer_chr7B	1.75e+06	29.3416
Pcer_chr7B	2.25e+06	26.2116
Pcer_chr7B	2.75e+06	28.6822
Pcer_chr7B	3.25e+06	27.4274
Pcer_chr7B	3.75e+06	31.7494
Pcer_chr7B	4.25e+06	33.0832
Pcer_chr7B	4.75e+06	30.8841
Pcer_chr7B	5.25e+06	28.9217
Pcer_chr7B	5.75e+06	30.9415
Pcer_chr7B	6.25e+06	20.2421
Pcer_chr7B	6.75e+06	32.4857
Pcer_chr7B	7.25e+06	36.4477
Pcer_chr7B	7.75e+06	32.5061
Pcer_chr7B	8.25e+06	35.4804
Pcer_chr7B	8.75e+06	64.4152
Pcer_chr7B	9.25e+06	67.7933
Pcer_chr7B	9.75e+06	33.7209
Pcer_chr7B	1.025e+07	32.5315
Pcer_chr7B	1.075e+07	28.3614
Pcer_chr7B	1.125e+07	33.8919
Pcer_chr7B	1.175e+07	30.68
Pcer_chr7B	1.225e+07	27.7666
Pcer_chr7B	1.275e+07	27.1479
Pcer_chr7B	1.325e+07	30.2481
Pcer_chr7B	1.375e+07	29.8527
Pcer_chr7B	1.425e+07	31.6061
Pcer_chr7B	1.475e+07	32.6018
Pcer_chr7B	1.525e+07	19.6335
Pcer_chr7B	1.575e+07	32.8943
Pcer_chr7B	1.625e+07	32.9644
Pcer_chr7B	1.675e+07	31.0698
Pcer_chr7B	1.725e+07	33.5728
Pcer_chr7B	1.775e+07	45.3443
Pcer_chr7B	1.825e+07	35.1417
Pcer_chr7B	1.875e+07	34.126
Pcer_chr7B	1.925e+07	40.6602
Pcer_chr7B	1.975e+07	36.0974
Pcer_chr7B	2.025e+07	31.2869
Pcer_chr7B	2.075e+07	32.9405
Pcer_chr7B	2.125e+07	34.9892
Pcer_chr7B	2.175e+07	34.7657
Pcer_chr7B	2.225e+07	36.1515
Pcer_chr7B	2.275e+07	38.4789
Pcer_chr7B	2.325e+07	35.6088
Pcer_chr7B	2.375e+07	34.0577
Pcer_chr7B	2.425e+07	37.0242
Pcer_chr7B	2.475e+07	38.1927
Pcer_chr7B	2.525e+07	35.0525
Pcer_chr7B	2.575e+07	37.4595
Pcer_chr7B	2.625e+07	33.9787
Pcer_chr7B	2.675e+07	39.932
Pcer_chr7B	2.725e+07	34.1947
Pcer_chr7B	2.775e+07	39.0728
Pcer_chr8A	250000	17.4747
Pcer_chr8A	750000	3.50798
Pcer_chr8A	1.25e+06	23.3538
Pcer_chr8A	1.75e+06	18.0192
Pcer_chr8A	2.25e+06	8.46776
Pcer_chr8A	2.75e+06	9.11753
Pcer_chr8A	3.25e+06	5.74264
Pcer_chr8A	3.75e+06	8.0527
Pcer_chr8A	4.25e+06	17.6
Pcer_chr8A	4.75e+06	10.3068
Pcer_chr8A	5.25e+06	28.5231
Pcer_chr8A	5.75e+06	16.551
Pcer_chr8A	6.25e+06	4.0144
Pcer_chr8A	6.75e+06	6.65732
Pcer_chr8A	7.25e+06	9.35223
Pcer_chr8A	7.75e+06	11.6331
Pcer_chr8A	8.25e+06	31.3022
Pcer_chr8A	8.75e+06	24.1854
Pcer_chr8A	9.25e+06	23.4154
Pcer_chr8A	9.75e+06	20.4331
Pcer_chr8A	1.025e+07	3.13043
Pcer_chr8A	1.075e+07	8.18263
Pcer_chr8A	1.125e+07	13.9783
Pcer_chr8A	1.175e+07	7.24097
Pcer_chr8A	1.225e+07	28.1404
Pcer_chr8A	1.275e+07	16.8825
Pcer_chr8A	1.325e+07	24.5263
Pcer_chr8A	1.375e+07	23.1435
Pcer_chr8A	1.425e+07	30.8036
Pcer_chr8A	1.475e+07	28.8814
Pcer_chr8A	1.525e+07	27.8222
Pcer_chr8A	1.575e+07	27.1725
Pcer_chr8A	1.625e+07	19.0239
Pcer_chr8A	1.675e+07	21.213
Pcer_chr8A	1.725e+07	22.9113
Pcer_chr8A	1.775e+07	18.47
Pcer_chr8A	1.825e+07	23.3254
Pcer_chr8A	1.875e+07	24.0407
Pcer_chr8A	1.925e+07	22.5225
Pcer_chr8A	1.975e+07	22.4928
Pcer_chr8A	2.025e+07	22.1737
Pcer_chr8A	2.075e+07	14.4576
Pcer_chr8A	2.125e+07	23.7596
Pcer_chr8A	2.175e+07	28.0562
Pcer_chr8A	2.225e+07	21.2048
Pcer_chr8A	2.275e+07	27.3906
Pcer_chr8A__	250000	37.1345
Pcer_chr8A__	750000	8.0321
Pcer_chr8A__	1.25e+06	12.5394
Pcer_chr8A__	1.75e+06	4.62221
Pcer_chr8A__	2.25e+06	12.2067
Pcer_chr8A__	2.75e+06	6.95507
Pcer_chr8A__	3.25e+06	5.54066
Pcer_chr8A__	3.75e+06	9.25778
Pcer_chr8A__	4.25e+06	10.3924
Pcer_chr8A__	4.75e+06	27.2832
Pcer_chr8A__	5.25e+06	9.04519
Pcer_chr8A__	5.75e+06	10.6884
Pcer_chr8A__	6.25e+06	19.9457
Pcer_chr8A__	6.75e+06	16.1441
Pcer_chr8A__	7.25e+06	19.7776
Pcer_chr8A__	7.75e+06	20.9963
Pcer_chr8A__	8.25e+06	17.4954
Pcer_chr8A__	8.75e+06	71.3484
Pcer_chr8A__	9.25e+06	18.2285
Pcer_chr8A__	9.75e+06	9.0428
Pcer_chr8A__	1.025e+07	10.5772
Pcer_chr8A__	1.075e+07	12.8196
Pcer_chr8A__	1.125e+07	6.4879
Pcer_chr8A__	1.175e+07	6.8373
Pcer_chr8A__	1.225e+07	6.90411
Pcer_chr8A__	1.275e+07	14.6954
Pcer_chr8A__	1.325e+07	14.3451
Pcer_chr8A__	1.375e+07	17.7529
Pcer_chr8A__	1.425e+07	33.332
Pcer_chr8A__	1.475e+07	3.5636
Pcer_chr8A__	1.525e+07	5.62901
Pcer_chr8A__	1.575e+07	5.59737
Pcer_chr8A__	1.625e+07	12.9986
Pcer_chr8A__	1.675e+07	6.70947
Pcer_chr8A__	1.725e+07	7.35363
Pcer_chr8A__	1.775e+07	25.4739
Pcer_chr8A__	1.825e+07	19.2526
Pcer_chr8A__	1.875e+07	26.0252
Pcer_chr8A__	1.925e+07	12.2223
Pcer_chr8A__	1.975e+07	26.4593
Pcer_chr8A__	2.025e+07	7.18221
Pcer_chr8A__	2.075e+07	7.99216
Pcer_chr8A__	2.125e+07	9.29905
Pcer_chr8A__	2.175e+07	14.9222
Pcer_chr8A__	2.225e+07	11.5991
Pcer_chr8A__	2.275e+07	20.2409
Pcer_chr8B	250000	37.7574
Pcer_chr8B	750000	31.5238
Pcer_chr8B	1.25e+06	31.7924
Pcer_chr8B	1.75e+06	26.4209
Pcer_chr8B	2.25e+06	36.2408
Pcer_chr8B	2.75e+06	37.8065
Pcer_chr8B	3.25e+06	30.0171
Pcer_chr8B	3.75e+06	21.0586
Pcer_chr8B	4.25e+06	16.3994
Pcer_chr8B	4.75e+06	22.3876
Pcer_chr8B	5.25e+06	25.5898
Pcer_chr8B	5.75e+06	39.3464
Pcer_chr8B	6.25e+06	42.3145
Pcer_chr8B	6.75e+06	32.0391
Pcer_chr8B	7.25e+06	33.9218
Pcer_chr8B	7.75e+06	30.6882
Pcer_chr8B	8.25e+06	29.3103
Pcer_chr8B	8.75e+06	27.6269
Pcer_chr8B	9.25e+06	33.3769
Pcer_chr8B	9.75e+06	37.9702
Pcer_chr8B	1.025e+07	27.3233
Pcer_chr8B	1.075e+07	43.9045
Pcer_chr8B	1.125e+07	31.05
Pcer_chr8B	1.175e+07	26.4024
Pcer_chr8B	1.225e+07	39.101
Pcer_chr8B	1.275e+07	37.8943
Pcer_chr8B	1.325e+07	35.9808
Pcer_chr8B	1.375e+07	34.1975
Pcer_chr8B	1.425e+07	35.6484
Pcer_chr8B	1.475e+07	40.2795
Pcer_chr8B	1.525e+07	37.0808
Pcer_chr8B	1.575e+07	32.9494
Pcer_chr8B	1.625e+07	32.7334
Pcer_chr8B	1.675e+07	38.6049
Pcer_chr8B	1.725e+07	36.4812
Pcer_chr8B	1.775e+07	31.8918
Pcer_chr8B	1.825e+07	32.1306
Pcer_chr8B	1.875e+07	36.7946
Pcer_chr8B	1.925e+07	35.4303
Pcer_chr8B	1.975e+07	31.8632
Pcer_chr8B	2.025e+07	36.6048
Pcer_chr8B	2.075e+07	26.5161
Pcer_chr8B	2.125e+07	40.3791
Pcer_chr8B	2.175e+07	35.9444
Pcer_chr8B	2.225e+07	37.4895
Pcer_chr8B	2.275e+07	38.8326
Pcer_chr8B	2.325e+07	34.6223
Pcer_chr8B	2.375e+07	39.727
Pcer_chr8B	2.425e+07	39.8531
Pcer_chr8B	2.475e+07	38.9586
